"","REEF","Year","Scenario","REESSB","OM","Rho","Frequency","HCR"
"61",-2.01158785094283,2037,3,0.547663528281919,1,"No rho-adjustment","Two year updates",3
"62",NA,2038,3,NA,1,"No rho-adjustment","Two year updates",3
"63",-0.50226764391598,2039,3,-1.48614301937678,1,"No rho-adjustment","Two year updates",3
"64",145.675137886083,2019,4,-26.76240353614,1,"No rho-adjustment","Two year updates",4
"65",NA,2020,4,NA,1,"No rho-adjustment","Two year updates",4
"66",27.9746381061378,2021,4,-20.1621786352953,1,"No rho-adjustment","Two year updates",4
"67",NA,2022,4,NA,1,"No rho-adjustment","Two year updates",4
"68",135.89235914469,2023,4,-19.8833836862452,1,"No rho-adjustment","Two year updates",4
"69",NA,2024,4,NA,1,"No rho-adjustment","Two year updates",4
"70",21.4199989262662,2025,4,-17.7917958708802,1,"No rho-adjustment","Two year updates",4
"71",NA,2026,4,NA,1,"No rho-adjustment","Two year updates",4
"72",6.80426469402126,2027,4,-16.2161016991802,1,"No rho-adjustment","Two year updates",4
"73",NA,2028,4,NA,1,"No rho-adjustment","Two year updates",4
"74",-5.3389036194846,2029,4,-10.1967930494486,1,"No rho-adjustment","Two year updates",4
"75",NA,2030,4,NA,1,"No rho-adjustment","Two year updates",4
"76",-14.5579153961424,2031,4,-6.22034910607011,1,"No rho-adjustment","Two year updates",4
"77",NA,2032,4,NA,1,"No rho-adjustment","Two year updates",4
"78",-24.5562864459726,2033,4,-1.19494246936844,1,"No rho-adjustment","Two year updates",4
"79",NA,2034,4,NA,1,"No rho-adjustment","Two year updates",4
"80",-29.840064995735,2035,4,2.3280838732571,1,"No rho-adjustment","Two year updates",4
"81",NA,2036,4,NA,1,"No rho-adjustment","Two year updates",4
"82",-28.3340936979159,2037,4,5.29926200088137,1,"No rho-adjustment","Two year updates",4
"83",NA,2038,4,NA,1,"No rho-adjustment","Two year updates",4
"84",-21.6552729423066,2039,4,6.14743398231107,1,"No rho-adjustment","Two year updates",4
"85",367.984686830383,2019,5,2.30394546535534,3,"No rho-adjustment","Two year updates",1
"86",NA,2020,5,NA,3,"No rho-adjustment","Two year updates",1
"87",-1.14821489245811,2021,5,-14.1337464626803,3,"No rho-adjustment","Two year updates",1
"88",NA,2022,5,NA,3,"No rho-adjustment","Two year updates",1
"89",-52.1106591217838,2023,5,-3.64179199051584,3,"No rho-adjustment","Two year updates",1
"90",NA,2024,5,NA,3,"No rho-adjustment","Two year updates",1
"91",-70.3058080171062,2025,5,13.6501769808206,3,"No rho-adjustment","Two year updates",1
"92",NA,2026,5,NA,3,"No rho-adjustment","Two year updates",1
"93",-61.8676834695691,2027,5,23.0848014693432,3,"No rho-adjustment","Two year updates",1
"94",NA,2028,5,NA,3,"No rho-adjustment","Two year updates",1
"95",-43.1487385037344,2029,5,15.0311490760125,3,"No rho-adjustment","Two year updates",1
"96",NA,2030,5,NA,3,"No rho-adjustment","Two year updates",1
"97",-3.87373392577864,2031,5,-6.90112837458307,3,"No rho-adjustment","Two year updates",1
"98",NA,2032,5,NA,3,"No rho-adjustment","Two year updates",1
"99",45.8927623850986,2033,5,-17.1053348703586,3,"No rho-adjustment","Two year updates",1
"100",NA,2034,5,NA,3,"No rho-adjustment","Two year updates",1
"101",19.7690357513376,2035,5,-20.8449367836172,3,"No rho-adjustment","Two year updates",1
"102",NA,2036,5,NA,3,"No rho-adjustment","Two year updates",1
"103",-1.10974517690292,2037,5,-17.7246414237061,3,"No rho-adjustment","Two year updates",1
"104",NA,2038,5,NA,3,"No rho-adjustment","Two year updates",1
"105",-11.6752715408252,2039,5,-15.5660039330884,3,"No rho-adjustment","Two year updates",1
"106",261.624904122295,2019,6,1.54390966793539,3,"No rho-adjustment","Two year updates",2
"107",NA,2020,6,NA,3,"No rho-adjustment","Two year updates",2
"108",-23.426188198233,2021,6,-13.5555672579502,3,"No rho-adjustment","Two year updates",2
"109",NA,2022,6,NA,3,"No rho-adjustment","Two year updates",2
"110",-50.787051350962,2023,6,-2.14179792813754,3,"No rho-adjustment","Two year updates",2
"111",NA,2024,6,NA,3,"No rho-adjustment","Two year updates",2
"112",-59.7238086245732,2025,6,7.38079707769748,3,"No rho-adjustment","Two year updates",2
"113",NA,2026,6,NA,3,"No rho-adjustment","Two year updates",2
"114",-52.5800983885878,2027,6,8.83490645819465,3,"No rho-adjustment","Two year updates",2
"115",NA,2028,6,NA,3,"No rho-adjustment","Two year updates",2
"116",-26.3924167428217,2029,6,0.543161331511685,3,"No rho-adjustment","Two year updates",2
"117",NA,2030,6,NA,3,"No rho-adjustment","Two year updates",2
"118",10.9585457891521,2031,6,-13.1726022163847,3,"No rho-adjustment","Two year updates",2
"119",NA,2032,6,NA,3,"No rho-adjustment","Two year updates",2
"120",25.611295780135,2033,6,-17.1989513336203,3,"No rho-adjustment","Two year updates",2
"121",NA,2034,6,NA,3,"No rho-adjustment","Two year updates",2
"122",9.01522087224611,2035,6,-18.4331194988327,3,"No rho-adjustment","Two year updates",2
"123",NA,2036,6,NA,3,"No rho-adjustment","Two year updates",2
"124",-1.93768570400449,2037,6,-18.4479506596839,3,"No rho-adjustment","Two year updates",2
"125",NA,2038,6,NA,3,"No rho-adjustment","Two year updates",2
"126",-5.63593135462656,2039,6,-15.2608203177812,3,"No rho-adjustment","Two year updates",2
"127",71.3169341525998,2019,7,2.5201219474118,3,"No rho-adjustment","Two year updates",3
"128",NA,2020,7,NA,3,"No rho-adjustment","Two year updates",3
"129",-31.3791432765946,2021,7,-9.56463685130518,3,"No rho-adjustment","Two year updates",3
"130",NA,2022,7,NA,3,"No rho-adjustment","Two year updates",3
"131",-31.9611806633875,2023,7,-7.13424828320101,3,"No rho-adjustment","Two year updates",3
"132",NA,2024,7,NA,3,"No rho-adjustment","Two year updates",3
"133",-17.3053887153076,2025,7,-8.7007342886429,3,"No rho-adjustment","Two year updates",3
"134",NA,2026,7,NA,3,"No rho-adjustment","Two year updates",3
"135",-5.64625289194202,2027,7,-13.1234435960819,3,"No rho-adjustment","Two year updates",3
"136",NA,2028,7,NA,3,"No rho-adjustment","Two year updates",3
"137",-6.76510538807107,2029,7,-13.9112568666958,3,"No rho-adjustment","Two year updates",3
"138",NA,2030,7,NA,3,"No rho-adjustment","Two year updates",3
"139",-2.8667049092212,2031,7,-14.3407328110135,3,"No rho-adjustment","Two year updates",3
"140",NA,2032,7,NA,3,"No rho-adjustment","Two year updates",3
"141",-1.78775380394817,2033,7,-14.6769475908551,3,"No rho-adjustment","Two year updates",3
"142",NA,2034,7,NA,3,"No rho-adjustment","Two year updates",3
"143",-2.12737822329254,2035,7,-15.0791833317065,3,"No rho-adjustment","Two year updates",3
"144",NA,2036,7,NA,3,"No rho-adjustment","Two year updates",3
"145",0.986868853994832,2037,7,-15.3508798001987,3,"No rho-adjustment","Two year updates",3
"146",NA,2038,7,NA,3,"No rho-adjustment","Two year updates",3
"147",1.77949934330428,2039,7,-16.3715409518675,3,"No rho-adjustment","Two year updates",3
"148",125.312899003263,2019,8,2.22848995183357,3,"No rho-adjustment","Two year updates",4
"149",NA,2020,8,NA,3,"No rho-adjustment","Two year updates",4
"150",10.4720787525305,2021,8,-10.3480086254362,3,"No rho-adjustment","Two year updates",4
"151",NA,2022,8,NA,3,"No rho-adjustment","Two year updates",4
"152",-12.6207701778199,2023,8,-3.17893463705421,3,"No rho-adjustment","Two year updates",4
"153",NA,2024,8,NA,3,"No rho-adjustment","Two year updates",4
"154",-38.4128732602207,2025,8,7.4623649607868,3,"No rho-adjustment","Two year updates",4
"155",NA,2026,8,NA,3,"No rho-adjustment","Two year updates",4
"156",-38.7862987329243,2027,8,15.3183315930493,3,"No rho-adjustment","Two year updates",4
"157",NA,2028,8,NA,3,"No rho-adjustment","Two year updates",4
"158",-47.7728249843708,2029,8,25.6280705388615,3,"No rho-adjustment","Two year updates",4
"159",NA,2030,8,NA,3,"No rho-adjustment","Two year updates",4
"160",-51.6490695196817,2031,8,30.6884130754212,3,"No rho-adjustment","Two year updates",4
"161",NA,2032,8,NA,3,"No rho-adjustment","Two year updates",4
"162",-52.6695449077894,2033,8,26.600276598463,3,"No rho-adjustment","Two year updates",4
"163",NA,2034,8,NA,3,"No rho-adjustment","Two year updates",4
"164",-42.3570504804784,2035,8,11.3792119432328,3,"No rho-adjustment","Two year updates",4
"165",NA,2036,8,NA,3,"No rho-adjustment","Two year updates",4
"166",-13.0386432088715,2037,8,-6.69713040434089,3,"No rho-adjustment","Two year updates",4
"167",NA,2038,8,NA,3,"No rho-adjustment","Two year updates",4
"168",21.7091990317977,2039,8,-19.6151347853353,3,"No rho-adjustment","Two year updates",4
"169",1118.30885433788,2019,9,-21.9153539833803,4,"No rho-adjustment","Two year updates",1
"170",NA,2020,9,NA,4,"No rho-adjustment","Two year updates",1
"171",-9.90487522820481,2021,9,-18.4615939610979,4,"No rho-adjustment","Two year updates",1
"172",NA,2022,9,NA,4,"No rho-adjustment","Two year updates",1
"173",-49.626236605004,2023,9,-13.5039360188122,4,"No rho-adjustment","Two year updates",1
"174",NA,2024,9,NA,4,"No rho-adjustment","Two year updates",1
"175",-55.2280524562364,2025,9,-5.0587886157222,4,"No rho-adjustment","Two year updates",1
"176",NA,2026,9,NA,4,"No rho-adjustment","Two year updates",1
"177",-35.0944371020078,2027,9,-3.58206796608057,4,"No rho-adjustment","Two year updates",1
"178",NA,2028,9,NA,4,"No rho-adjustment","Two year updates",1
"179",-17.5612403749337,2029,9,4.99515568695011,4,"No rho-adjustment","Two year updates",1
"180",NA,2030,9,NA,4,"No rho-adjustment","Two year updates",1
"181",-16.8021861652538,2031,9,10.6435611837099,4,"No rho-adjustment","Two year updates",1
"182",NA,2032,9,NA,4,"No rho-adjustment","Two year updates",1
"183",-17.1785884851299,2033,9,19.1000948081972,4,"No rho-adjustment","Two year updates",1
"184",NA,2034,9,NA,4,"No rho-adjustment","Two year updates",1
"185",-18.458102776946,2035,9,23.0839251494242,4,"No rho-adjustment","Two year updates",1
"186",NA,2036,9,NA,4,"No rho-adjustment","Two year updates",1
"187",-13.5023028472259,2037,9,24.7955932404384,4,"No rho-adjustment","Two year updates",1
"188",NA,2038,9,NA,4,"No rho-adjustment","Two year updates",1
"189",-13.9757679215661,2039,9,12.3766635386401,4,"No rho-adjustment","Two year updates",1
"190",778.843736370688,2019,10,-22.9941636352855,4,"No rho-adjustment","Two year updates",2
"191",NA,2020,10,NA,4,"No rho-adjustment","Two year updates",2
"192",1.33431707773949,2021,10,-18.6362352189096,4,"No rho-adjustment","Two year updates",2
"193",NA,2022,10,NA,4,"No rho-adjustment","Two year updates",2
"194",-41.3773323120463,2023,10,-13.1521899169028,4,"No rho-adjustment","Two year updates",2
"195",NA,2024,10,NA,4,"No rho-adjustment","Two year updates",2
"196",-50.2988670651936,2025,10,-4.62251038716808,4,"No rho-adjustment","Two year updates",2
"197",NA,2026,10,NA,4,"No rho-adjustment","Two year updates",2
"198",-35.7490001161897,2027,10,-3.18289450044633,4,"No rho-adjustment","Two year updates",2
"199",NA,2028,10,NA,4,"No rho-adjustment","Two year updates",2
"200",-18.4651276419631,2029,10,5.87479260161111,4,"No rho-adjustment","Two year updates",2
"201",NA,2030,10,NA,4,"No rho-adjustment","Two year updates",2
"202",-18.2071816553426,2031,10,9.79497905133878,4,"No rho-adjustment","Two year updates",2
"203",NA,2032,10,NA,4,"No rho-adjustment","Two year updates",2
"204",-16.3819813667209,2033,10,19.3170009663947,4,"No rho-adjustment","Two year updates",2
"205",NA,2034,10,NA,4,"No rho-adjustment","Two year updates",2
"206",-17.5344839535993,2035,10,23.0330912606864,4,"No rho-adjustment","Two year updates",2
"207",NA,2036,10,NA,4,"No rho-adjustment","Two year updates",2
"208",-16.4071807963886,2037,10,25.3320690066312,4,"No rho-adjustment","Two year updates",2
"209",NA,2038,10,NA,4,"No rho-adjustment","Two year updates",2
"210",-12.6825426738941,2039,10,12.1764559165162,4,"No rho-adjustment","Two year updates",2
"211",195.424496189857,2019,11,-22.3466498165814,4,"No rho-adjustment","Two year updates",3
"212",NA,2020,11,NA,4,"No rho-adjustment","Two year updates",3
"213",-11.4157151028979,2021,11,-11.5720900975065,4,"No rho-adjustment","Two year updates",3
"214",NA,2022,11,NA,4,"No rho-adjustment","Two year updates",3
"215",-17.0632889240696,2023,11,-7.75961564239705,4,"No rho-adjustment","Two year updates",3
"216",NA,2024,11,NA,4,"No rho-adjustment","Two year updates",3
"217",-12.9260413999635,2025,11,-3.56275478800209,4,"No rho-adjustment","Two year updates",3
"218",NA,2026,11,NA,4,"No rho-adjustment","Two year updates",3
"219",-10.5679039951535,2027,11,-5.79558377061409,4,"No rho-adjustment","Two year updates",3
"220",NA,2028,11,NA,4,"No rho-adjustment","Two year updates",3
"221",-14.1874547658902,2029,11,0.679404752962915,4,"No rho-adjustment","Two year updates",3
"222",NA,2030,11,NA,4,"No rho-adjustment","Two year updates",3
"223",-16.506382999565,2031,11,4.52379567607038,4,"No rho-adjustment","Two year updates",3
"224",NA,2032,11,NA,4,"No rho-adjustment","Two year updates",3
"225",-16.2460028451333,2033,11,14.502441943219,4,"No rho-adjustment","Two year updates",3
"226",NA,2034,11,NA,4,"No rho-adjustment","Two year updates",3
"227",-15.6918317344495,2035,11,20.3028300314172,4,"No rho-adjustment","Two year updates",3
"228",NA,2036,11,NA,4,"No rho-adjustment","Two year updates",3
"229",-12.9935565899443,2037,11,22.6377868625822,4,"No rho-adjustment","Two year updates",3
"230",NA,2038,11,NA,4,"No rho-adjustment","Two year updates",3
"231",-11.0275518808775,2039,11,14.9705200318072,4,"No rho-adjustment","Two year updates",3
"232",108.958742296548,2019,12,-22.7239228239012,4,"No rho-adjustment","Two year updates",4
"233",NA,2020,12,NA,4,"No rho-adjustment","Two year updates",4
"234",13.8985865946021,2021,12,-9.82792249028338,4,"No rho-adjustment","Two year updates",4
"235",NA,2022,12,NA,4,"No rho-adjustment","Two year updates",4
"236",99.2820779407326,2023,12,-9.73284053354914,4,"No rho-adjustment","Two year updates",4
"237",NA,2024,12,NA,4,"No rho-adjustment","Two year updates",4
"238",4.67956448066934,2025,12,-8.71932622784377,4,"No rho-adjustment","Two year updates",4
"239",NA,2026,12,NA,4,"No rho-adjustment","Two year updates",4
"240",-4.00305899312733,2027,12,-9.67878478443139,4,"No rho-adjustment","Two year updates",4
"241",NA,2028,12,NA,4,"No rho-adjustment","Two year updates",4
"242",-13.1892538093356,2029,12,-3.11605066904311,4,"No rho-adjustment","Two year updates",4
"243",NA,2030,12,NA,4,"No rho-adjustment","Two year updates",4
"244",-23.5170207809528,2031,12,2.31135934930066,4,"No rho-adjustment","Two year updates",4
"245",NA,2032,12,NA,4,"No rho-adjustment","Two year updates",4
"246",-32.1667609259454,2033,12,12.005735850095,4,"No rho-adjustment","Two year updates",4
"247",NA,2034,12,NA,4,"No rho-adjustment","Two year updates",4
"248",-40.6680755508349,2035,12,20.4015881205705,4,"No rho-adjustment","Two year updates",4
"249",NA,2036,12,NA,4,"No rho-adjustment","Two year updates",4
"250",-35.3132613049066,2037,12,29.1214685852689,4,"No rho-adjustment","Two year updates",4
"251",NA,2038,12,NA,4,"No rho-adjustment","Two year updates",4
"252",-25.6029093980161,2039,12,24.8352053215814,4,"No rho-adjustment","Two year updates",4
"253",322.654852401113,2019,13,5.18493910591736,5,"No rho-adjustment","Two year updates",1
"254",NA,2020,13,NA,5,"No rho-adjustment","Two year updates",1
"255",-33.5786510795667,2021,13,-8.67044071928573,5,"No rho-adjustment","Two year updates",1
"256",NA,2022,13,NA,5,"No rho-adjustment","Two year updates",1
"257",-56.9975761737492,2023,13,5.0340299379694,5,"No rho-adjustment","Two year updates",1
"258",NA,2024,13,NA,5,"No rho-adjustment","Two year updates",1
"259",-66.4143662461411,2025,13,19.9208909259793,5,"No rho-adjustment","Two year updates",1
"260",NA,2026,13,NA,5,"No rho-adjustment","Two year updates",1
"261",-55.5750454510536,2027,13,18.3044283589973,5,"No rho-adjustment","Two year updates",1
"262",NA,2028,13,NA,5,"No rho-adjustment","Two year updates",1
"263",-32.4785687644401,2029,13,5.70887575156031,5,"No rho-adjustment","Two year updates",1
"264",NA,2030,13,NA,5,"No rho-adjustment","Two year updates",1
"265",13.4433804552025,2031,13,-6.21833315333912,5,"No rho-adjustment","Two year updates",1
"266",NA,2032,13,NA,5,"No rho-adjustment","Two year updates",1
"267",29.8687425626413,2033,13,-7.59101238620266,5,"No rho-adjustment","Two year updates",1
"268",NA,2034,13,NA,5,"No rho-adjustment","Two year updates",1
"269",13.5258667652473,2035,13,-11.0709046252864,5,"No rho-adjustment","Two year updates",1
"270",NA,2036,13,NA,5,"No rho-adjustment","Two year updates",1
"271",-2.3562948550098,2037,13,-11.7840038959975,5,"No rho-adjustment","Two year updates",1
"272",NA,2038,13,NA,5,"No rho-adjustment","Two year updates",1
"273",-7.24214320950402,2039,13,-15.8679304206027,5,"No rho-adjustment","Two year updates",1
"274",210.891653042568,2019,14,5.55786953847417,5,"No rho-adjustment","Two year updates",2
"275",NA,2020,14,NA,5,"No rho-adjustment","Two year updates",2
"276",-27.2747255798089,2021,14,-6.82408187684632,5,"No rho-adjustment","Two year updates",2
"277",NA,2022,14,NA,5,"No rho-adjustment","Two year updates",2
"278",-53.1883552020735,2023,14,4.51669552350474,5,"No rho-adjustment","Two year updates",2
"279",NA,2024,14,NA,5,"No rho-adjustment","Two year updates",2
"280",-59.6716108290705,2025,14,15.136661627227,5,"No rho-adjustment","Two year updates",2
"281",NA,2026,14,NA,5,"No rho-adjustment","Two year updates",2
"282",-52.5309977509262,2027,14,9.87611628810354,5,"No rho-adjustment","Two year updates",2
"283",NA,2028,14,NA,5,"No rho-adjustment","Two year updates",2
"284",-25.8177903144791,2029,14,2.61003507387516,5,"No rho-adjustment","Two year updates",2
"285",NA,2030,14,NA,5,"No rho-adjustment","Two year updates",2
"286",10.6092967955919,2031,14,-8.92408611622676,5,"No rho-adjustment","Two year updates",2
"287",NA,2032,14,NA,5,"No rho-adjustment","Two year updates",2
"288",22.1066760665459,2033,14,-7.96653847505489,5,"No rho-adjustment","Two year updates",2
"289",NA,2034,14,NA,5,"No rho-adjustment","Two year updates",2
"290",5.77945892966076,2035,14,-9.04718207445427,5,"No rho-adjustment","Two year updates",2
"291",NA,2036,14,NA,5,"No rho-adjustment","Two year updates",2
"292",0.507546047447326,2037,14,-13.129312636431,5,"No rho-adjustment","Two year updates",2
"293",NA,2038,14,NA,5,"No rho-adjustment","Two year updates",2
"294",0.429808100855456,2039,14,-16.3537683720673,5,"No rho-adjustment","Two year updates",2
"295",66.7155334670269,2019,15,3.79605282853067,5,"No rho-adjustment","Two year updates",3
"296",NA,2020,15,NA,5,"No rho-adjustment","Two year updates",3
"297",-34.6503461674139,2021,15,-4.83696525738156,5,"No rho-adjustment","Two year updates",3
"298",NA,2022,15,NA,5,"No rho-adjustment","Two year updates",3
"299",-36.7379059533578,2023,15,-1.4020990423545,5,"No rho-adjustment","Two year updates",3
"300",NA,2024,15,NA,5,"No rho-adjustment","Two year updates",3
"301",-17.7468368342624,2025,15,-4.55628478170144,5,"No rho-adjustment","Two year updates",3
"302",NA,2026,15,NA,5,"No rho-adjustment","Two year updates",3
"303",-6.50462815110692,2027,15,-13.7006646347799,5,"No rho-adjustment","Two year updates",3
"304",NA,2028,15,NA,5,"No rho-adjustment","Two year updates",3
"305",-1.67407214335126,2029,15,-10.9491880818222,5,"No rho-adjustment","Two year updates",3
"306",NA,2030,15,NA,5,"No rho-adjustment","Two year updates",3
"307",-6.26164854568508,2031,15,-9.78932343898402,5,"No rho-adjustment","Two year updates",3
"308",NA,2032,15,NA,5,"No rho-adjustment","Two year updates",3
"309",-11.0596926393111,2033,15,-2.2925076565266,5,"No rho-adjustment","Two year updates",3
"310",NA,2034,15,NA,5,"No rho-adjustment","Two year updates",3
"311",-9.26311734828881,2035,15,-2.51678213227612,5,"No rho-adjustment","Two year updates",3
"312",NA,2036,15,NA,5,"No rho-adjustment","Two year updates",3
"313",3.7157791881055,2037,15,-10.8028642996688,5,"No rho-adjustment","Two year updates",3
"314",NA,2038,15,NA,5,"No rho-adjustment","Two year updates",3
"315",16.011537256957,2039,15,-19.4651064046425,5,"No rho-adjustment","Two year updates",3
"316",116.600175943744,2019,16,5.22042902299426,5,"No rho-adjustment","Two year updates",4
"317",NA,2020,16,NA,5,"No rho-adjustment","Two year updates",4
"318",6.82522671876674,2021,16,-5.44300539309847,5,"No rho-adjustment","Two year updates",4
"319",NA,2022,16,NA,5,"No rho-adjustment","Two year updates",4
"320",-21.9860637395283,2023,16,1.28952645645359,5,"No rho-adjustment","Two year updates",4
"321",NA,2024,16,NA,5,"No rho-adjustment","Two year updates",4
"322",-41.5991134434869,2025,16,11.5500737849841,5,"No rho-adjustment","Two year updates",4
"323",NA,2026,16,NA,5,"No rho-adjustment","Two year updates",4
"324",-40.9711008442273,2027,16,17.3936282455512,5,"No rho-adjustment","Two year updates",4
"325",NA,2028,16,NA,5,"No rho-adjustment","Two year updates",4
"326",-48.2505379972324,2029,16,24.7890294339978,5,"No rho-adjustment","Two year updates",4
"327",NA,2030,16,NA,5,"No rho-adjustment","Two year updates",4
"328",-52.2135780241567,2031,16,28.0515767880829,5,"No rho-adjustment","Two year updates",4
"329",NA,2032,16,NA,5,"No rho-adjustment","Two year updates",4
"330",-50.5920148497195,2033,16,23.0739511919736,5,"No rho-adjustment","Two year updates",4
"331",NA,2034,16,NA,5,"No rho-adjustment","Two year updates",4
"332",-24.0017664938552,2035,16,7.78060406905066,5,"No rho-adjustment","Two year updates",4
"333",NA,2036,16,NA,5,"No rho-adjustment","Two year updates",4
"334",14.6844435759662,2037,16,-9.92767825602935,5,"No rho-adjustment","Two year updates",4
"335",NA,2038,16,NA,5,"No rho-adjustment","Two year updates",4
"336",58.8335815098497,2039,16,-22.8416928218693,5,"No rho-adjustment","Two year updates",4
"337",310.711714533483,2019,17,5.11120141189194,5,"Rho-adjustment","Two year updates",1
"338",NA,2020,17,NA,5,"Rho-adjustment","Two year updates",1
"339",-34.2817489641838,2021,17,-7.39759053545793,5,"Rho-adjustment","Two year updates",1
"340",NA,2022,17,NA,5,"Rho-adjustment","Two year updates",1
"341",-45.800929612455,2023,17,6.79114280038773,5,"Rho-adjustment","Two year updates",1
"342",NA,2024,17,NA,5,"Rho-adjustment","Two year updates",1
"343",-58.7410008162669,2025,17,21.1867180202582,5,"Rho-adjustment","Two year updates",1
"344",NA,2026,17,NA,5,"Rho-adjustment","Two year updates",1
"345",-54.732789257955,2027,17,22.9676626272817,5,"Rho-adjustment","Two year updates",1
"346",NA,2028,17,NA,5,"Rho-adjustment","Two year updates",1
"347",-39.4997954264932,2029,17,19.487431049172,5,"Rho-adjustment","Two year updates",1
"348",NA,2030,17,NA,5,"Rho-adjustment","Two year updates",1
"349",-13.4529941291832,2031,17,7.08607755752098,5,"Rho-adjustment","Two year updates",1
